1674,2501
598,2508
995,1382
1390,2551
2250,2526
226,2529
225,1382
2449,2499
1755,2509
822,2564
678,2565
4,2503
832,2500
651,1382
388,684
2135,2515
1792,316
663,2552
1290,2541
2476,2549
919,2509
678,2566
1292,2501
75,1382
2469,2528
2320,2535
1305,416
443,2502
2153,2509
1152,2549
1586,2567
269,2529
348,2568
346,2501
145,2498
1444,2519
781,2544
194,1738
1612,2569
1760,2499
1640,913
556,2549
1255,2536
2202,2056
678,1381
338,2501
1882,1223
1609,2515
2115,2501
867,2559
148,1545
1396,913
1640,2503
1654,2501
280,2570
678,2571
708,2536
2409,1382
329,2500
655,2501
448,2498
1115,2572
884,2573
1460,2574
1609,2575
894,2536
48,2576
2151,2502
1612,2056
1117,821
532,1303
225,2508
470,215
945,2508
2451,2577
121,1455
2297,2500
225,2495
979,679
894,2515
2074,2509
1290,2552
1362,2538
1634,2549
287,2501
1218,2578
1828,2549
1736,1736
116,1382
1145,1545
2451,2510
1524,2519
2266,2551
1523,2579
264,1381
945,1381
979,679
454,2501
989,2498
2007,316
1799,2500
948,2580
1788,2294
1233,2525
1069,2581
458,1381
111,723
1290,82
2399,821
678,2496
1240,2519
1626,2515
390,2529
2190,2501
2274,1382
2036,2549
1920,2549
805,2582
624,1303
2279,2501
751,1223
1143,1143
67,2541
264,2508
669,2569
1685,2549
1885,2571
678,2583
747,2501
1679,2522
134,2500
803,2524
2128,2500
678,2584
2463,2515
624,2585
2143,1381
1509,2503
604,2500
1499,2522
1515,2549
116,2578
667,2586
649,2509
678,2553
1087,2549
421,2561
2333,2513
535,2503
2143,2508
117,2502
624,1381
1574,2549
1837,2502
160,2587
1134,2556
573,1382
446,2552
1290,2500
533,2524
624,2513
979,2562
2069,1303
129,2588
577,2570
1816,2562
1026,2525
1972,2501
624,2543
580,2589
134,2501
720,2499
574,1382
877,1688
1345,2544
1697,1382
1172,2500
2327,2501
1525,1303
232,2522
17,1382
499,2590
2138,1382
708,2591
1635,1381
446,2500
1226,1381
2282,1382
135,316
1636,2592
2468,2499
426,2593
2151,2524
2047,82
446,2509
223,2584
1456,679
633,2503
478,2525
1354,2501
71,1382
1667,2542
1945,2501
1884,2500
1831,2515
997,2500
2094,1381
1703,2554
1169,1382
1077,2549
817,2594
2238,2524
1169,2541
2451,2578
2315,1381
1169,2595
948,2593
1703,2548
746,1223
934,2515
1631,2584
348,2056
67,2543
810,2503
698,2596
2290,2521
421,2531
134,2498
1169,1382
948,2503
1373,2532
409,2501
1589,601
1187,2503
201,2501
948,2590
1987,2501
173,2056
2295,2549
67,2522
1169,2499
1138,215
524,2500
511,416
1525,1381
341,2529
948,2538
2265,2401
1525,1381
582,2597
279,2533
2451,2056
924,1250
1891,82
1711,2501
1087,2494
1580,2499
497,215
533,2528
2420,2577
410,1382
601,601
948,2515
989,2511
1472,2598
1324,1223
2026,2500
312,2502
130,2551
1115,2599
1610,1381
1870,453
1220,2501
1186,82
1324,2600
1126,2501
792,2553
328,2498
2181,1381
2077,2531
17,2499
577,2521
109,2562
558,2496
1344,2503
1227,2351
2313,2500
505,2601
377,2501
253,2500
558,684
1398,1223
2107,2525
802,2529
4,2542
817,1382
1525,1381
401,2501
1684,1382
558,2529
500,2501
2012,2594
1061,2501
1646,2501
1191,2500
1073,2528
1734,2498
205,635
1942,2549
335,1381
1898,2602
470,2495
1224,1223
691,2503
558,1381
979,2515
281,2551
219,2519
1627,1908
2347,2501
450,2549
1702,2503
657,2543
831,2535
672,2579
958,980
1627,1062
2075,2501
2460,2499
379,735
678,1223
750,2502
1627,1965
201,2603
46,2604
870,2501
2110,2605
1528,2156
1440,2606
1294,2501
2406,2549
2475,2526
651,2500
672,2509
1784,2500
678,2607
232,723
2460,2499
139,2500
358,1382
558,2604
2110,1689
1488,2175
2091,2501
2137,2501
2133,2500
797,2608
1986,684
1134,2589
2162,2609
429,723
798,2056
358,2535
1585,2610
462,913
961,2503
2229,2606
450,2008
716,330
1565,679
67,1143
679,811
973,679
67,2611
969,2612
357,2498
2438,2531
2475,2550
2032,2501
1476,2500
248,2500
953,679
1222,2549
384,679
2038,2512
1558,2500
678,2561
1268,1115
1593,2511
157,2008
67,1143
678,2613
762,2553
1203,2501
1555,2550
154,2501
726,2501
384,811
374,679
84,2501
2486,2503
1741,2501
1780,2500
678,2560
862,2501
2451,2544
678,2614
1840,2226
1813,1081
67,574
582,2615
2352,1382
715,2501
485,679
1927,2616
67,2617
877,735
2425,2575
418,2499
161,1223
800,2536
1497,2008
1115,2576
1114,2580
380,2549
1627,996
25,2575
1800,735
1973,2502
800,2538
1721,2498
188,2543
353,2544
1442,2549
2451,2618
1678,1381
2483,2500
1488,2509
2098,2098
157,2501
1316,2503
975,2592
1912,2535
774,2619
1093,2501
1733,2500
67,2620
190,2501
1540,2621
67,1143
67,2620
1484,929
1528,1081
1439,2498
810,2590
2230,2622
774,732
1658,2512
497,2528
387,2542
240,2590
1725,2501
1576,407
812,2498
989,2513
210,2500
1798,2509
1951,2504
2460,2509
307,2560
145,2522
1380,2501
536,1223
1931,2501
317,2499
240,2536
2156,2623
1425,2624
1627,2278
1222,2501
875,735
2059,2625
957,2501
1425,731
383,2501
126,2542
1434,2500
1162,2508
331,2541
774,2509
1456,316
1718,2501
344,2626
757,679
1936,1911
812,1545
917,2498
2108,2627
1668,2592
2276,2504
1655,908
716,2530
76,2628
2437,1564
965,679
1107,2513
1148,913
2451,2498
1876,1741
450,2524
1077,2175
1493,2590
979,2503
1780,2525
2471,2629
1002,913
67,1143
394,2503
492,2536
157,2500
1703,2501
2417,2549
675,2529
957,2500
67,1143
492,316
536,2580
1522,821
1759,2509
689,2630
1576,1736
1564,1564
2073,679
67,2507
1569,2056
1254,601
2347,2498
96,931
67,1659
125,2502
2198,2515
67,2631
2229,2502
2403,2500
2222,2549
2301,2549
67,2632
1077,1381
67,2633
161,2501
168,2528
2470,2522
15,2634
67,2635
1425,2556
1673,2529
1357,1736
1077,2504
1808,2542
1718,1955
2262,7
2390,2501
1939,1058
1794,2580
1885,2541
1228,821
1022,2501
1406,2500
1603,2550
486,2529
145,2529
2100,2501
2441,814
13,1081
2262,2575
1673,2500
928,2554
928,2554
928,2529
291,2528
2441,729
2262,2590
2301,1250
2441,908
1627,182
637,1081
678,684
1177,2502
2023,2549
29,2536
2251,1736
70,1143
1174,2549
98,679
1082,1081
275,2501
1531,2501
2262,2551
276,2536
276,2542
1458,2543
2055,679
1229,2549
2466,2175
1346,679
616,2499
678,2585
588,2008
1032,2508
1210,2636
2262,2536
1364,2637
704,2638
706,2500
1210,2639
2441,1769
289,2595
1003,2495
1355,2500
1007,679
2196,1382
2262,2538
1097,2640
932,1053
1496,2508
687,2519
2466,2169
1357,2501
2441,1058
1595,2641
2262,2536
1193,2526
1789,2503
1513,2501
678,2522
2028,2554
15,2642
2441,1058
1174,2549
552,2503
1326,2501
1754,2501
46,2589
2055,679
678,2502
270,2544
1458,2509
76,2008
1104,1381
773,2499
1614,2564
246,316
1458,2612
2262,2503
2282,2502
67,1143
2429,2624
2441,559
1458,2500
2145,2564
2147,1081
55,2508
136,684
1130,2501
1779,2549
627,931
1746,2501
1627,2294
1703,2549
2441,185
895,913
450,2604
1301,2500
1627,679
1786,2622
644,2535
630,2536
1939,684
2441,1557
1947,2530
932,1370
1477,2549
1605,1381
56,679
400,2575
1458,2499
194,581
618,2519
2032,1250
1947,2531
1109,2503
1456,2536
2249,2502
2032,684
474,2501
1605,2500
2405,2515
1380,1382
1844,2501
145,1081
1829,2549
1310,2643
1355,2644
2441,82
2184,2515
356,2535
98,913
2170,2498
2405,2503
52,2501
574,2522
2448,850
967,2501
1035,215
1723,2549
46,82
1844,1075
785,2590
2174,1223
932,1309
1822,2501
1237,2542
678,2625
2441,2280
476,2056
1485,1381
1394,735
1627,913
2080,2509
678,2645
2441,2076
1969,2501
697,2554
2196,931
1851,2500
1640,679
1734,2646
1349,2501
2481,2498
989,2535
738,2500
2387,2647
536,82
2229,2543
678,2530
2441,1250
2074,1081
185,2526
49,2501
2353,2498
1208,2501
2251,2509
1825,2529
2108,2536
2441,684
1597,2501
2238,2499
1639,2500
2090,2549
2189,2493
11,679
1209,215
67,1291
1628,2500
678,2622
1063,2509
1484,2502
1074,2515
1263,2105
1474,2528
2451,2648
1703,2500
2029,2105
2457,2501
1401,601
2197,2564
1209,2649
648,2509
1696,2008
140,2499
648,2502
1710,2495
1900,2549
648,2529
678,2531
781,2508
684,2503
1868,2542
2206,2175
1961,2560
1430,2524
1787,2501
678,2500
732,2501
2253,1864
1703,2524
536,1382
1710,2501
1200,2536
789,82
86,2503
406,2501
678,2509
1961,2522
2466,2501
2215,913
188,2549
1484,2524
932,82
1661,2553
1961,2650
1078,559
363,2500
2272,2522
2342,2543
827,2501
1693,2549
1806,2612
1341,2541
2003,2501
838,2501
1961,1223
295,2521
789,2500
2441,684
132,2501
1568,1058
2301,2501
1371,2555
1430,2498
1763,2502
2169,2651
1341,1545
123,2501
451,451
13,145
2482,2536
1855,2542
2193,2541
450,330
2013,684
684,2499
53,2515
2140,2543
33,2524
192,2550
1239,2501
2231,2575
1258,2500
1543,2549
769,2543
1200,2503
1210,2652
571,2653
1572,2538
2173,2008
1116,2544
131,2501
1430,1382
1692,2549
578,2654
2193,2655
619,2500
1942,2008
1204,2590
1160,2585
542,1357
1892,2536
789,1382
231,2495
816,2622
837,2498
1587,2656
370,2401
2221,469
67,2657
881,2513
719,1382
2257,2521
2211,215
2079,2549
654,2554
2042,2501
67,2649
122,2604
2193,2658
170,2519
1355,2549
1991,2538
774,1382
1210,2541
584,1736
983,2501
101,2588
78,2401
1677,82
1210,2528
122,2529
774,2579
319,2503
882,879
30,2544
2397,1381
1869,913
1012,2593
1033,2650
581,2659
1519,2646
654,1545
1271,2503
528,2536
1128,2169
2204,931
860,2660
103,2548
680,2501
1120,2661
2193,82
1976,2501
1620,2501
1412,2536
27,2501
808,2501
2189,2531
1693,2500
2227,2501
369,2515
2257,2521
1548,2591
2284,679
932,35
1720,2515
2108,2536
1458,2662
2257,2521
2342,2549
1020,2549
1250,2500
921,2008
2221,679
273,2509
915,2530
725,2588
76,2499
2282,1382
1263,2540
1250,82
941,2590
932,1121
1016,2564
2189,2528
2191,2503
1458,2579
1394,1303
1355,2549
1883,2541
592,1382
678,2543
539,2521
798,2594
860,2501
1166,2502
2191,2551
2013,2663
536,2664
318,735
1101,2549
2381,2502
151,2665
2000,2498
578,2541
490,416
325,2666
638,2549
1550,2503
381,2501
2342,2529
318,2577
1348,1911
1777,2524
124,2519
536,2008
1117,931
932,2404
30,2606
2093,2501
36,2501
490,2503
245,2501
1094,1381
2287,2667
2066,931
899,2008
315,2575
843,2594
2438,215
1853,2501
1210,2668
406,2502
1677,2658
1883,2500
120,2503
1512,2669
2049,2578
835,2501
307,2511
932,908
899,1864
892,2561
932,461
819,1382
2029,908
101,2511
2441,461
2336,2670
1949,2513
1128,2504
1893,1223
122,2549
292,2502
122,1689
2049,1564
932,412
1811,2511
536,2560
1120,2554
932,628
1000,2564
122,2535
2096,2501
1618,879
2164,2501
433,2541
1879,2502
1415,2501
121,2056
702,2501
1418,2500
1547,931
1512,2618
344,2500
678,2671
104,2646
774,215
53,2538
678,2562
1846,2525
1019,82
1921,2564
1876,2056
1033,2512
1110,2672
932,908
1405,2535
2301,2008
2270,2562
1905,82
1782,2501
1512,2673
2144,2674
1946,2540
307,2504
247,2519
1777,2501
1260,2501
932,1911
169,2509
2183,1382
952,2522
1650,2501
669,2493
2081,2501
1021,215
307,2526
2221,2536
1242,2511
713,2500
989,1223
1615,879
230,2501
1377,2500
614,2515
235,601
769,2675
1954,2500
2065,2549
2156,2500
1377,1545
76,2501
660,2630
932,931
1015,913
2049,1381
180,2501
802,2549
829,913
281,679
770,2676
1489,2515
1682,2502
1137,2541
103,2509
856,679
1047,2549
2326,2503
2049,1381
843,601
798,2528
2108,2575
58,1143
678,2658
1583,2503
1137,2500
2016,1382
30,2498
1297,2503
1983,2549
932,1688
1827,1223
1482,2501
108,215
127,2501
433,2500
678,2579
2183,1143
932,145
26,2535
2057,1223
1680,931
220,2503
1030,2529
1863,2499
1363,2498
2301,1382
611,2501
307,2669
1024,2677
1644,2591
1106,2678
932,330
175,2676
39,2498
819,1545
1020,2501
1483,1223
1285,2531
1429,913
908,2602
2239,2499
1256,2502
848,2679
1024,2498
2322,2500
591,1382
2345,2501
1047,2549
433,2529
1557,2658
373,2500
281,2593
541,2663
1861,684
536,1114
972,215
932,1955
420,679
669,1143
989,2680
784,2501
768,2501
626,2501
1364,2498
217,82
433,1223
1958,2522
932,1613
344,2522
301,2502
774,1223
2298,1040
1023,2501
1058,735
932,2109
2253,908
819,298
744,2549
1458,2584
2313,2501
678,2541
1165,2549
167,2501
2455,2529
2301,2493
1817,2681
856,2593
2208,2501
1373,2513
1079,2501
2339,2501
913,2682
322,2592
678,2552
1853,2560
121,2544
2433,2500
986,2683
1340,2500
928,2524
2122,2549
292,2529
1210,2684
909,2593
1012,2564
176,215
1736,2580
1691,2536
1253,2501
324,913
126,913
1286,2501
1103,913
545,2501
1701,1665
2104,2528
212,2008
2126,2593
1121,2685
914,2524
1701,1665
834,2500
686,2179
41,601
450,1291
97,2501
966,2401
165,2498
407,2580
732,2498
1198,2500
212,1381
324,2536
857,1223
1058,2512
1647,2515
703,913
1055,2592
1321,2503
1302,2529
47,2501
859,1382
1677,879
534,2590
1108,2501
536,1309
292,2500
1296,2555
433,1075
1067,1223
534,2503
300,536
1296,2501
146,2501
10,2501
1257,931
908,2686
891,2549
1940,2500
2048,601
593,2544
185,2504
1909,2501
1503,2008
1886,2504
947,2508
815,2549
3,723
218,2503
1121,2502
1652,215
1067,1545
2267,2503
1179,2526
1275,2521
2377,821
716,2493
699,2500
1734,2493
1397,1397
989,2571
979,2687
536,729
885,913
146,2500
1541,2564
1343,2536
685,2515
1559,2559
1608,2500
2122,2501
723,723
925,2500
2439,2529
840,2179
1601,2504
1734,2592
209,2508
26,2525
540,316
1383,2536
2244,2501
1543,2501
547,1469
1141,2508
1197,1303
2277,2501
1752,145
1249,2502
2294,913
1289,1382
765,2541
298,298
100,1382
936,2688
1342,2501
467,2501
1591,2689
1264,2513
536,581
209,2509
1766,2519
1302,2645
1608,2543
2265,2502
1010,2503
977,2500
2103,2509
1306,2500
209,2500
536,1381
1467,2543
2210,2535
2011,2501
1265,2501
1361,2528
209,601
545,2508
864,2501
774,2502
774,2690
654,2501
2431,2501
1910,2503
1244,2503
1467,2509
763,2549
545,1545
1438,2493
447,2536
1276,2056
700,2538
12,879
774,1303
1630,2498
545,1223
1274,2509
38,2500
300,2246
547,911
1752,1613
711,215
545,2543
2253,1382
106,2562
364,2501
536,2585
545,2500
216,1382
1467,1381
989,2691
2466,2508
846,2546
1273,908
774,1075
517,182
1164,2501
583,2521
114,2529
1783,2501
1608,2531
2341,1223
91,601
654,2500
977,82
447,2590
1461,2658
685,2557
1752,870
1596,2522
696,2501
547,2501
752,2549
1602,2526
1608,82
1111,2008
2212,2531
322,215
88,2549
1302,2543
2326,2551
1102,2498
1207,2543
2300,2500
1458,215
1830,2525
1953,2692
450,2693
1576,2496
445,2562
1647,2575
2273,879
1159,2509
1859,879
527,2501
337,2544
398,2500
447,2627
1657,2590
1322,2529
1507,2554
1734,2501
1276,2500
1862,2549
1033,2509
1273,2522
1495,2694
680,2549
1041,879
1111,2528
2163,1545
116,2008
918,879
999,2501
1100,316
2183,2535
1955,879
2364,2541
2037,2522
1734,2529
1050,2401
908,1291
798,2531
569,2627
910,1382
562,2528
752,2522
774,2056
1924,2501
1649,879
1554,2561
1212,2493
944,679
979,2695
1943,2696
932,2641
2308,2499
2148,2529
1202,215
533,2697
1806,601
536,2508
1131,2008
153,215
908,2512
1505,879
922,1382
2304,2549
932,2698
1427,2529
2308,2552
2148,2511
654,2570
2161,1381
932,2699
1833,2559
654,215
908,2493
1533,2501
1217,931
1544,2502
2443,913
450,2493
2462,1075
208,2498
35,2700
1619,2614
2308,82
1562,2676
814,2529
798,2676
593,2501
1459,2500
732,2494
479,778
26,2529
494,2501
569,2671
1251,2501
1369,2567
2306,2501
841,2501
729,2580
1353,2531
721,931
1461,2500
909,2515
1036,2554
518,931
1182,82
2024,1911
2008,2522
2364,82
786,2524
849,2501
1267,215
932,2701
51,2515
22,215
2173,1075
236,2008
288,2536
2295,1223
220,2562
2125,2501
798,2509
2360,2602
2415,2501
1734,2549
1276,2498
141,2501
1734,2509
2008,2702
1441,2616
979,2591
1887,931
1849,2501
145,2594
2166,2528
1046,2521
669,2500
1175,1397
2210,2513
2324,2501
742,2501
767,2515
1624,2590
1521,2401
221,2501
1046,2521
685,2590
669,1382
2335,2703
2441,2543
641,2704
1995,601
1039,2616
1607,2523
1734,1381
1339,2705
1642,2500
1835,2501
1046,2521
2490,2498
979,913
1500,2531
1619,2554
2447,2549
774,2584
1303,1381
2287,2509
267,263
824,2008
237,2501
752,2501
2441,2604
296,330
26,2500
676,2500
1246,931
2355,931
1288,2525
1508,2528
71,2578
420,2593
1533,2549
1451,2501
593,2008
1194,2501
32,2499
932,2706
303,2508
2112,2543
1803,2056
839,2056
1046,2521
930,2704
610,2501
919,2513
2432,2509
1752,1469
2018,1382
2236,2401
1334,931
897,2707
1619,2708
1088,679
1335,931
2441,2579
669,1382
32,1223
771,2501
1063,1382
71,2707
1352,2709
1056,2549
71,2592
1320,2500
613,679
2346,2710
2256,2646
1797,2498
919,2500
2323,274
978,2504
103,1382
652,931
2427,2501
1312,2544
450,2535
403,2501
639,2493
1498,82
1281,2501
216,2008
874,2524
932,2711
1262,2500
1295,2501
237,2712
919,2498
1469,2702
1989,2646
2173,215
1307,2501
1352,2549
2438,714
1612,1382
2269,2556
262,2529
631,2501
919,2549
2173,601
1612,2708
1611,931
262,2500
1398,2531
2142,2693
69,2522
403,2175
1734,330
2236,1223
259,2500
908,2713
954,2523
1449,821
1734,2008
1025,2109
909,2536
1454,2500
1752,2714
262,2509
666,2715
337,2498
103,2493
1844,2525
2149,2549
299,1545
2034,2593
204,2570
2438,601
1567,2544
1288,2549
1748,2500
749,913
1388,2551
2052,2716
1006,2544
2121,2501
1343,2627
771,2500
734,2592
1475,2536
2067,2717
1752,2056
1306,2501
1835,2525
323,2493
2287,2524
1201,2501
32,2530
2112,2501
1805,2529
718,2585
932,2718
1649,1314
2114,2719
1398,2493
288,2536
1343,913
1619,1554
2441,1545
32,2543
1539,2512
1329,1143
1549,2525
669,2493
32,2522
363,2549
2040,2500
874,1545
1752,2519
930,2502
533,82
2250,1223
2441,2583
487,2008
536,2654
2365,2551
964,2584
2224,2498
2188,2500
932,2720
774,2498
1758,2557
1863,2535
2287,2500
99,2590
1323,601
1167,1382
74,2501
1841,2513
2479,931
1435,2528
2441,2650
902,2501
1660,2721
1897,601
456,2501
182,2536
2441,2585
574,2578
2053,2579
932,2722
32,2509
2259,2514
1010,2590
2374,2509
2441,1223
506,2508
378,2533
792,2547
414,2503
2053,2646
615,2501
1118,1223
2147,2501
774,2008
2374,2555
761,2513
536,82
1170,1688
680,2544
2238,2511
2441,2496
932,2723
296,2008
761,2500
1014,2579
1988,2501
1178,2509
792,2558
1526,2528
283,1545
839,2500
1903,2724
2441,2530
456,2543
2063,2521
350,1382
1823,931
629,931
342,2622
1993,2530
1347,2501
2450,1659
1539,215
1335,2570
1445,2654
1325,2498
960,2502
1014,2531
1131,1381
792,2511
2310,931
985,2515
2441,2522
1903,2502
299,1398
927,2549
1791,2502
671,2500
1582,2056
1553,1224
1417,2493
202,2519
18,2725
2316,2500
2035,2551
991,2500
1539,2500
1996,2501
932,2652
536,2614
342,2509
932,389
1993,2494
1066,2726
963,1545
536,2522
2466,2535
1960,2501
852,316
617,2590
1059,2500
80,312
1986,2727
2087,2502
1264,2501
1539,2543
1225,2509
2250,2693
984,2536
342,2502
2434,2504
2441,2500
1320,2501
608,2494
880,2521
1478,2536
807,679
2089,2541
241,2500
2173,1223
422,2568
536,2604
1600,1040
225,2569
1058,2498
2207,2519
932,2618
66,215
2146,2056
2441,2622
782,1545
342,2508
2037,2500
1451,2502
2383,931
1435,2594
1925,2500
1451,1223
2441,2509
608,2675
914,601
2323,2592
251,2500
366,2602
1699,2528
574,1291
536,2499
2441,1223
932,2728
342,1223
2271,1223
960,2501
1956,2554
932,1115
791,2588
1189,2658
212,2501
354,1381
1967,2501
536,1545
1425,2591
145,2502
851,2529
2380,2499
489,2663
2015,2500
536,1223
212,2512
2015,2526
116,2543
1428,2564
51,2536
536,2509
2118,2501
2037,2529
1464,1223
2372,2564
842,2549
1168,2591
1043,2500
1791,2522
2394,2578
1812,2570
2402,2508
2314,679
422,2501
87,2693
61,2729
252,913
1999,2549
932,2730
260,2554
2053,2501
2402,2501
2388,2676
1072,2602
1464,2531
574,1223
807,2503
1451,1535
352,1223
1236,1223
1399,2594
1778,1143
1651,2521
1569,2495
804,82
830,2500
66,1381
1146,2531
1956,1291
2293,2622
932,1564
1359,1075
1955,2528
1343,2536
990,2498
2159,2646
1632,679
1549,2501
794,2535
185,2500
1507,2500
2388,2501
530,1075
66,2602
546,2543
960,2500
66,2560
465,2501
932,2731
1877,2501
2379,2500
2410,2509
865,2502
1852,1852
2372,2536
546,2549
2084,2534
1492,1223
885,2503
989,2680
138,2501
2466,1689
791,2496
1398,2493
1664,2169
1613,2626
1625,2538
334,2503
162,2504
489,2732
1397,2056
463,2501
1261,2598
1570,2501
485,679
1195,601
1750,2560
6,2114
1114,2580
748,2500
1089,2500
1398,2693
2473,2542
580,2575
488,2528
73,2733
2130,2501
159,1382
498,2562
493,2734
1155,215
932,2735
639,2499
252,1382
2278,2736
932,2704
1001,2549
2043,2508
1398,2729
50,913
316,316
932,2577
589,2500
103,2525
212,2513
548,821
1916,828
679,913
2148,2514
2105,2737
1239,1223
1750,2500
874,215
740,2561
850,2738
1323,2519
365,931
1005,2501
1333,2501
1664,2511
263,215
1590,2501
2323,1223
1095,2503
215,215
932,1314
1923,2535
212,2008
932,2544
7,913
982,2495
914,1688
1856,913
395,2498
2480,145
754,82
1516,931
585,2508
886,2549
2323,82
1706,2501
1483,2008
1865,2529
923,2521
823,2550
2200,2564
932,2578
954,2503
2015,684
1479,2501
988,2509
496,2528
326,2501
1451,2528
822,913
1098,2056
2323,2500
796,2554
859,2502
1666,330
754,2592
900,900
874,1382
252,2687
2134,2593
1398,780
1092,2501
2148,2008
1293,2529
1518,2549
1520,2578
1656,2494
2217,2528
1956,1303
2359,2056
1873,1381
1398,1291
1453,2501
1252,2529
1013,2180
1807,2562
2380,2529
796,2549
1542,215
1013,2554
2001,2687
964,2056
2020,2538
798,1381
1747,215
2473,2515
585,2509
2323,1381
1578,2543
1241,2501
929,2529
1907,1223
1223,1223
1067,330
690,2536
908,2578
473,913
526,2550
1627,679
607,2535
1856,2575
1923,2606
1264,2544
821,2500
1744,145
908,2579
650,2501
213,2681
340,2502
1083,2579
1856,2557
1398,330
929,2500
2367,2649
392,2498
2378,723
1923,2549
2464,2646
1881,2544
1717,2544
932,128
1057,2579
526,1545
1387,2498
2268,679
929,2646
2217,2529
382,2739
2391,2531
2221,2590
932,2740
297,2562
1223,2650
609,2503
2136,2559
1871,2604
276,2536
229,2498
932,2741
929,2526
798,2175
792,215
717,2536
2154,2499
978,2742
1352,2501
1057,2578
2083,2501
1790,2743
1017,2590
1856,2536
990,2495
943,2705
434,2561
1232,2509
1174,2501
2192,2500
1431,2549
645,913
1013,2744
1676,2590
1232,2529
694,2554
1450,2549
2217,2543
239,2504
2407,2745
1732,2501
612,557
2370,2588
2139,2549
843,2522
932,2746
1199,2501
1085,2500
1856,2538
1319,2560
330,2626
278,2502
1511,2720
297,2503
357,2549
2458,2499
1856,2503
1266,2515
932,2747
745,2705
54,215
561,2525
1641,2529
1860,2525
2419,2056
1873,1223
932,2748
989,2749
2307,931
1431,2500
1648,2501
244,2551
639,2604
932,2750
1730,2619
113,2501
956,2651
955,2500
1906,2627
2227,2594
1515,2501
1641,2500
2432,2549
932,2751
1955,2752
1235,2511
658,2515
1298,2501
932,2753
792,2554
1559,2501
705,2056
1627,2542
1136,2754
1772,215
1045,2508
2127,1075
2255,2056
1057,2619
2001,2562
1606,2549
2394,2501
575,2008
1407,2498
2458,2579
2458,2541
852,2593
955,2755
1437,2500
639,2558
327,2008
1161,2529
887,2512
2419,1075
718,2756
905,1688
1360,2677
227,2664
745,1075
321,2531
2424,82
792,2570
2394,2501
2209,2501
1534,2530
2041,1906
1873,312
1904,601
222,2503
321,2561
981,2717
2472,2502
994,2056
2078,2541
2332,2757
508,2549
1688,2700
1590,2499
475,2501
1532,2501
932,128
2398,2584
1049,1223
2385,931
1119,2056
415,2705
792,2649
2129,2758
826,2759
1979,679
391,2760
2311,2754
286,601
44,2500
357,2500
2041,1906
345,2572
1850,2566
932,2761
1990,1040
2419,2708
745,2762
1308,2543
1165,2501
1743,2615
274,2580
932,2752
940,2705
382,2501
932,2606
1818,2562
1473,2594
1291,2529
1080,2626
81,2763
2148,2764
920,2515
1129,2008
308,2501
2173,2401
1206,2498
2386,2501
1847,2521
1633,2515
509,2401
1709,1223
1850,2584
357,1545
536,2765
482,2499
1395,2500
1514,2503
1689,2584
1873,2552
2240,931
